YVfyYrEmzgM,17.14.11,How does your body know you're full? - Hilary Coller,TED-Ed,2017-11-13T16:00:07.000Z,78044,5398,53,385
eNSN6qet1kE,17.14.11,HomeMade Electric Airplane,PeterSripol,2017-11-13T15:30:17.000Z,97007,11963,36,2211
B5HORANmzHw,17.14.11,Founding An Inbreeding-Free Space Colony,SciShow,2017-11-12T22:00:01.000Z,223871,8421,191,1214
vU14JY3x81A,17.14.11,How Can You Control Your Dreams?,Life Noggin,2017-11-13T14:00:03.000Z,115791,9586,75,2800
6VhU_T463sU,17.14.11,The Making of Hela's Headdress from Thor: Ragnarok,Tested,2017-11-12T15:00:01.000Z,224019,3585,138,208
_-aDHxoblr4,17.14.11,Is It Dangerous To Talk To A Camera While Driving?,Tom Scott,2017-11-13T16:00:03.000Z,144418,11758,89,1014
lZ68j2J_GOM,17.14.11,Using Other People's Showers,Gus Johnson,2017-11-13T14:44:24.000Z,33980,4884,52,234
dRpNZV18N_g,17.14.11,SPAGHETTI BURRITO VS SPAGHETTI BURRITO,HellthyJunkFood,2017-11-12T14:00:04.000Z,223077,8676,193,1392
fcVjitaM3LY,17.14.11,78557 and Proth Primes - Numberphile,Numberphile,2017-11-13T12:13:36.000Z,80705,4687,41,437
qeWvgZLz9yU,17.14.11,A Smart... MUG?! - Take apart a Heated Thermos!,JerryRigEverything,2017-11-13T16:00:03.000Z,120727,9033,224,1346
iIxy3JN3-jc,17.14.11,LeBron James admits he was ripping Phil Jackson and thinks DeShaun Watson should be the Browns qu...,Cleveland Cavaliers on cleveland.com,2017-11-13T15:42:28.000Z,27943,156,36,83
n30k5CwLhS4,17.14.11,Nick Andopolis: Drummer,FaeryInLoveInc,2011-05-29T17:03:12.000Z,50867,715,238,246
CBVGjS_EJok,17.14.11,Amazon Christmas Advert 2017 - Toys & Games,Amazon.co.uk,2017-11-06T17:52:50.000Z,26000,119,69,0
n1WpP7iowLc,17.14.11,Eminem - Walk On Water (Audio) ft. Beyoncé,EminemVEVO,2017-11-10T17:00:03.000Z,17158531,787419,43420,125882
hz7ukDjuq4w,17.14.11,What's Inside a Detectives Car?,officer401,2017-11-12T23:41:37.000Z,67661,3781,84,626
p2hJxyF7mok,17.14.11,New Emirates First Class Suite | Boeing 777 | Emirates,Emirates,2017-11-12T05:55:42.000Z,141148,1661,70,236
0mlNzVSJrT0,17.14.11,Me-O Cats Commercial,Nobrand,2017-04-21T06:47:32.000Z,98966,2486,184,532
e_7zHm7GsYc,17.14.11,Hunter Hayes - You Should Be Loved (Part One Of Pictures),Hunter Hayes,2017-11-13T15:01:18.000Z,13917,1318,24,76
dQvIbulWCM4,17.14.11,Celebrities on Thanksgiving 2017!,Niki and Gabi,2017-11-12T23:41:48.000Z,605932,38397,1387,3412
zZ9FciUx6gs,17.14.11,Nickelback - The Betrayal Act III [Official Video],Nickelback,2017-11-13T15:31:44.000Z,57169,6927,161,565
PaJCFHXcWmM,17.14.11,U2 - The Blackout,U2VEVO,2017-11-13T17:00:04.000Z,60506,5389,106,455
goP4Z5wyOlM,17.14.11,Iraq-Iran earthquake: Deadly tremor hits border region - BBC News,BBC News,2017-11-12T21:16:40.000Z,34785,308,26,413
NZFhMSgbKKM,17.14.11,Dennis Smith Jr. and LeBron James go back and forth,Ben Rohrbach,2017-11-13T15:11:00.000Z,945,7,5,8
0tO_l_Ed5Rs,17.14.11,Matthew Santoro - FACTS (Official Music Video) f. Ellevan & Humble the Poet,MatthewSantoro,2017-11-11T16:00:01.000Z,328330,15186,15448,7484
BWPrk9PUwQE,17.14.11,iPhone X vs Makeup Transformation (Face ID TEST),dope2111,2017-11-12T00:45:54.000Z,1456472,33505,1660,2160
ogYum4kWXgk,17.14.11,People are Awesome & The Pet Collective present Pets are Awesome!,People are Awesome,2017-11-13T13:00:06.000Z,69844,3417,33,160
sbcbvuitiTc,17.14.11,Stephon Marbury and Jimmer Fredette fight in China,NBA Highlights · YouTube,2017-11-10T18:23:05.000Z,956169,2017,2425,1447
zNqCVTs38nU,17.14.11,Heidelberg's nifty hook-and-lateral to the left tackle,D3sports.com,2017-11-13T02:15:30.000Z,4569,35,18,19
0PpNlNJ6Nng,17.14.11,Will It Watermarble?! Sister Edition | Watermarbling 9 random objects in nail polish!,Simply Nailogical,2017-11-11T19:03:43.000Z,1842393,99086,1339,11800
c-3JxzN2u34,17.14.11,Lin-Manuel Miranda's next act: Helping rebuild Puerto Rico,CBS Sunday Morning,2017-11-12T15:05:55.000Z,6473,205,6,15
KODzih-pYlU,17.14.11,BLIND(folded) CAKE DECORATING CONTEST (with Molly Burke) // Grace Helbig,Grace Helbig,2017-11-11T18:08:04.000Z,197062,7250,217,456
8NHA23f7LvU,17.14.11,Jason Momoa Wows Hugh Grant With Some Dothraki | The Graham Norton Show,The Graham Norton Show,2017-11-10T19:06:23.000Z,1496225,16116,236,605
w0XYVssCKjw,17.14.11,JaVale McGee's Parking Lot Chronicles: Episode 3,Kevin Durant,2017-11-11T20:00:02.000Z,162597,5734,106,525
9XSULcLI6Hg,17.14.11,Kellyanne Conway on Roy Moore This Week Abc: Trump’s Not Being Briefed On This Bit By Bit 11/12/17,JimBrowski 96HourNews,2017-11-12T15:24:29.000Z,9132,21,8,64
pjuPpVLXDQg,17.14.11,Train Swipes Parked Vehicle,ViralHog,2017-11-13T00:46:11.000Z,7265,89,8,22
9xSx-5tmq44,17.14.11,Daddy's Home 2 - Movie Review,Jeremy Jahns,2017-11-11T06:34:48.000Z,291597,8209,344,1062
4v0nOAzcG2A,17.14.11,The Super Google Pixel 2 Camera Upgrade!,Jonathan Morrison,2017-11-11T15:38:32.000Z,290801,10237,377,1016
1cgK-BIrXes,17.14.11,#VeteransDay: Thank You for Everything,YouTube Spotlight,2017-11-10T15:07:13.000Z,812516,26917,1979,4998
ujyTQNNjjDU,17.14.11,G-Eazy - The Plan (Official Video),GEazyMusicVEVO,2017-11-10T05:00:01.000Z,2642930,115795,3055,6410
PABlVzeldaM,17.14.11,U.S. Navy Three Carrier Formation in Western Pacific Ocean,U.S. Navy,2017-11-12T13:13:33.000Z,105058,493,54,347
6340tX9M_eM,17.14.11,Batman: Gotham by Gaslight - Exclusive Trailer (2018),IGN,2017-11-10T19:00:00.000Z,537715,8231,413,970
8mhTWqWlQzU,17.14.11,Wearing Online Dollar Store Makeup For A Week,Safiya Nygaard,2017-11-11T01:19:33.000Z,2744430,115426,1110,6541
t4YAyT4ihIQ,17.14.11,Getting My Driver's License | Lele Pons,Lele Pons,2017-11-10T18:30:01.000Z,3358068,120876,8279,6408
MNiweoKXwfg,17.14.11,Watch Norman Reedus Come Face to Face with his ‘Walking Dead’ Double,INSIDER,2017-11-13T17:00:26.000Z,4732,203,6,33
Jw1Y-zhQURU,17.14.11,John Lewis Christmas Ad 2017 - #MozTheMonster,John Lewis,2017-11-10T07:38:29.000Z,7224515,55681,10247,9479
2Vv-BfVoq4g,17.14.11,Ed Sheeran - Perfect (Official Music Video),Ed Sheeran,2017-11-09T11:04:14.000Z,33523622,1634124,21082,85067
UFYCTJlayS4,17.14.11,Top 10 iPhone Apps for Productivity & Content Creation,Sara Dietschy,2017-11-11T03:56:10.000Z,52591,2233,187,255
cccyOn99s4Y,17.14.11,Reacting to Running a Half Marathon | MEGANBYTES EP. 101,MeganBatoon,2017-11-10T23:00:01.000Z,75822,2978,147,243
lY_0mkYDZDU,17.14.11,Foster The People - Sit Next to Me (Official Video),fosterthepeopleVEVO,2017-11-10T17:00:05.000Z,303956,18603,585,1745
k8NxqyGcZA4,17.14.11,Rosie O’Donnell On Donald Trump’s Hostility Toward Her | WWHL,Watch What Happens Live with Andy Cohen,2017-11-10T12:59:55.000Z,238643,2429,5381,2325
IE-xepGLVt8,17.14.11,Mayo Clinic's first face transplant patient meets donor’s family,Mayo Clinic,2017-11-10T12:04:17.000Z,237307,1896,74,260
ObIQ0s02UHg,17.14.11,Jason Derulo - Tip Toe feat. French Montana (Official Lyric Video),Jason Derulo,2017-11-10T14:40:48.000Z,1282413,37669,1732,1691
cOc3tsFWoRs,17.14.11,Jason Momoa & Lisa Bonet: Love at First Sight,The Late Late Show with James Corden,2017-11-10T09:35:00.000Z,1497519,15504,353,1084
AJYb0Yom5UQ,17.14.11,Howard Stern: George Takei Talks About Harvey Weinstein and Sexually Assault,cocheusadoooo,2017-10-17T20:01:44.000Z,148226,355,47,178
gLswXiRLdkA,17.14.11,A VERY #EXTRA EBAY SHOPPING HAUL!,Amber Scholl,2017-11-11T02:42:23.000Z,484185,23296,1184,1858
MyEqfBkzESU,17.14.11,EXTREME GOLDEN TAN TRANSFORMATION,John Maclean,2017-11-10T20:40:44.000Z,300617,8133,2693,2911
wJYE0sFOteE,17.14.11,Inside the Cheese-Aging Caves 30 Feet Under Brooklyn | I Got a Guy | Bon Appétit,Bon Appétit,2017-11-10T16:01:04.000Z,92523,2323,40,134
L_5_slz4ke4,17.14.11,Some NFL players call for an end to Thursday night football after 8 players were injured last week,ABC News,2017-11-12T20:26:46.000Z,7524,67,19,56
OKoL852K9uA,17.14.11,ICE PRIMER? DOES IT WORK?!,mayratouchofglam,2017-11-11T05:23:36.000Z,103927,3571,278,399
pa_oUisZZy0,17.14.11,Mark Ruffalo Reads Hilarious Thirst Tweets,BuzzFeed Celeb,2017-11-11T00:30:16.000Z,177707,6271,88,275
_Iz83-Cmt6A,17.14.11,Little Big Town with Jimmy Webb - Wichita Lineman (Live from the CMA Awards),CMAVEVO,2017-11-09T22:23:51.000Z,46746,439,66,55
YlvCVbfS9M0,17.14.11,Alan Walker - All Falls Down (Behind The Scenes),Alan Walker,2017-11-11T15:11:18.000Z,746092,34839,537,2541
arJ5h2TY3I4,17.14.11,FANTASY (feat. Amber Liu) by SUPERFRUIT,SUPERFRUIT,2017-11-10T17:00:51.000Z,836830,82320,1279,7998
-2RVw2_QyxQ,17.14.11,2017 Champions Showdown: Day 3,Saint Louis Chess Club,2017-11-12T02:39:01.000Z,67429,438,23,23
gEHCXl4J9Qo,17.14.11,Taylor Swift - “New Year’s Day” Fan Performance,ABC Television Network,2017-11-10T02:32:15.000Z,2237404,72593,1830,3501
#NAME?,17.14.11,Animal Adventure Park Giraffe Cam,Animal Adventure Park,2017-11-12T00:18:43.000Z,45455,2282,35,17
b4vTZx_AtHk,17.14.11,How To Dry a Shirt in 30 Seconds,HowToBasic,2017-11-09T18:36:48.000Z,2063667,98804,11682,11443
kOnQocd799Y,17.14.11,Everything Wrong With Baby Driver In 14 Minutes Or Less,CinemaSins,2017-11-09T17:14:11.000Z,2736733,58967,3492,7915
e4FApt6z55c,17.14.11,Kimbra - Top of the World (Official Music Video),kimbramusic,2017-11-10T15:43:00.000Z,165698,8599,361,930
2XK4omx9uMU,17.14.11,Camila Cabello COMPLETELY NAILS 'Finish The Lyric',Capital FM,2017-11-10T14:40:32.000Z,836544,40195,373,976
xfmipNU4Odc,17.14.11,Edna's registered owner thought she was dead for 2 years!!!,Hope For Paws - Official Rescue Channel,2017-11-10T18:02:04.000Z,284666,16396,81,949
jp9hK-jY6yY,17.14.11,When Someone Has A Crush on You | Lilly Singh,IISuperwomanII,2017-11-09T22:21:13.000Z,3371669,202676,3394,20086
RkHuWjiR-LM,17.14.11,Neck Deep - Parachute (Official Music Video),Hopeless Records,2017-11-10T18:03:54.000Z,195685,14338,171,1070
fCTKDn3Q8xQ,17.14.11,Idiot's Guide to Japanese Squat Toilets,Rachel and Jun,2017-11-09T11:24:14.000Z,1098897,43875,1326,4702
DIU3xPdhCBI,17.14.11,Sam Smith surprises brides at their wedding! (At The BBC),BBC Music,2017-11-09T22:26:10.000Z,893462,22326,833,943
wnwF1FHybDQ,17.14.11,Mark Wahlberg's Kids Use Him for His Celeb Connections,Late Night with Seth Meyers,2017-11-10T11:00:04.000Z,225286,1731,193,206
9oFP-pOMNwE,17.14.11,H&M Holiday 2017 starring Nicki Minaj – official teaser,H&M,2017-11-09T08:01:40.000Z,264793,3283,853,0
pz95u3UVpaM,17.14.11,Camila Cabello - Havana (Vertical Video) ft. Young Thug,CamilaCabelloVEVO,2017-11-10T05:01:00.000Z,5476737,286268,4083,12254
g5c1bk8weaQ,17.14.11,FIRST TIME IM DOING THIS! TALKS WITH LIZA.,Liza Koshy,2017-11-10T03:43:43.000Z,3578502,307435,2573,12248
x9mh-SwSKas,17.14.11,Surprise After Surprise | October Vlog,clothesencounters,2017-11-10T18:42:55.000Z,247319,10138,153,639
uiA4B5Y63IQ,17.14.11,THE SHAPE OF WATER - Final Trailer,FoxSearchlight,2017-11-09T22:00:07.000Z,296434,3327,142,377
viyRD5z6ilQ,17.14.11,Luke Bryan - O Holy Night (Audio),LukeBryanVEVO,2017-11-10T05:00:01.000Z,125962,5048,139,369
QFfEtKvXMAs,17.14.11,Niall Horan - Too Much To Ask (Acoustic),NiallHoranVEVO,2017-11-10T17:00:05.000Z,419341,53572,168,3083
xg9ebVTL9yE,17.14.11,Empire Of The Sun - Way To Go,empireofthesunvevo,2017-11-10T05:00:06.000Z,138988,7999,84,612
fbHbTBP_u7U,17.14.11,NF - Let You Down,NFVEVO,2017-11-09T05:00:05.000Z,1774018,88417,1002,7686
Ja_GMU7-sjs,17.14.11,Google Pixelbook: $1000 of Weird!,Marques Brownlee,2017-11-09T21:18:33.000Z,1575525,52829,1524,5864
QOksZ8VogRw,17.14.11,Bastille - World Gone Mad (from Bright: The Album) [Official Music Video],Atlantic Records,2017-11-09T17:03:42.000Z,626688,25115,499,1392
RYs08kX3Ih4,17.14.11,SECRETS REVEALED! HOW I LAY MY LACE WIGS! | AALIYAHJAY,MsAaliyahJay,2017-11-10T01:30:00.000Z,219030,14303,398,1099
tOFkFZbPdnQ,17.14.11,Typical audience reaction to a bass solo...,Danny Sapko,2017-11-09T00:44:51.000Z,493662,7693,181,388
dW4wpGg64pE,17.14.11,Meryl Streep Meets Anna Wintour at Vogue,Vogue,2017-11-09T18:20:27.000Z,1017803,25122,628,1504
2VP846QcA_4,17.14.11,I Trained To Become Batman 🦇 (Justice League),Michelle Khare,2017-11-09T11:30:00.000Z,139955,4417,217,457
EYkEshCOhEU,17.14.11,The Ultimate Red Lip Look | Nicole Guerriero,Nicole Guerriero,2017-11-10T00:24:29.000Z,294387,15247,385,976
Rq9-mW6HgQE,17.14.11,Sean Astin Knew Nothing About 'Lord Of The Rings' Once Upon A Time,The Late Show with Stephen Colbert,2017-11-09T08:35:00.000Z,844653,11616,313,1518
k29YnfttqEU,17.14.11,Mean Tweets – Country Music Edition #3,Jimmy Kimmel Live,2017-11-09T04:58:04.000Z,1315873,9312,584,769
Eg_kW5fw6qU,17.14.11,Could Anastasia Become A Disney Princess?,SuperCarlinBrothers,2017-11-09T23:27:18.000Z,188003,9091,135,2814
J_QGZspO4gg,17.14.11,Sia - Snowman,SiaVEVO,2017-11-09T15:45:05.000Z,1624771,84426,1130,5981
PkRBTF6nt4E,17.14.11,Tesla's biggest problem is one nobody saw coming,Business Insider,2017-11-10T13:00:02.000Z,125970,935,507,262
ozkqm2ifMw8,17.14.11,2CELLOS - Cinema Paradiso [OFFICIAL VIDEO],2CELLOS,2017-11-10T13:24:10.000Z,205869,11198,120,446
htvR_dBs3eg,17.14.11,Sam Smith - The Thrill of It All ALBUM REVIEW,theneedledrop,2017-11-10T21:38:57.000Z,98422,2926,106,798
qEEtzzi1EII,17.14.11,Birthdays - Simon's Cat | GUIDE TO,Simon's Cat,2017-11-09T13:34:58.000Z,426078,19323,245,945
1Wk8ZRgXQnY,17.14.11,Andy Grammer - The Good Parts (Official Audio),Andy Grammer,2017-11-09T22:27:45.000Z,33315,1365,24,91
8l_e6bx8UG8,17.14.11,Remy Ma - Wake Me Up (Audio) ft. Lil' Kim,RemyMaVEVO,2017-11-08T17:00:00.000Z,1231518,32648,6221,9288
lsfzA7sWlOM,17.14.11,L.A. Noire - Nintendo Switch Trailer,Nintendo,2017-11-09T19:59:48.000Z,154872,7683,164,1734
RQDphL2MVlM,17.14.11,Everything I Wore This Week! Outfit Diary 1,Dina Tokio,2017-11-10T22:22:04.000Z,72626,3652,120,219
6nJw-jPQYVI,17.14.11,A Day in The Life of David Letterman,Late Show with David Letterman,2015-05-21T07:55:00.000Z,192609,1345,24,126
5x1FAiIq_pQ,17.14.11,Alicia Keys - When You Were Gone,Alicia Keys,2017-11-09T15:49:21.000Z,95944,1354,181,117
LMCuKltaY3M,17.14.11,Elbow - Golden Slumbers (John Lewis Advert 2017),ElbowVEVO,2017-11-10T08:00:01.000Z,154494,2163,147,211
6Detw08jRhs,17.14.11,MDNA SKIN: Express Yourself,MDNA SKIN,2017-11-09T18:24:34.000Z,53321,443,131,106
vd4zwINEcLY,17.14.11,Live in the now!,poofables,2011-03-27T04:31:25.000Z,95085,909,52,193
7fm7mll2qvg,17.14.11,Sigrid - Strangers (Lyric Video),SigridVEVO,2017-11-10T00:00:00.000Z,91776,4604,46,357
5gFpcEKayz4,17.14.11,MØ - When I Was Young (Official Video),MOMOMOYOUTHVEVO,2017-11-09T09:00:00.000Z,764716,35765,483,1159
eHIY3HNNqzM,17.14.11,The Script - Arms Open (Acoustic) [Audio],TheScriptVEVO,2017-11-10T08:00:03.000Z,135337,7158,89,318
q-WipZ9p0wk,17.14.11,Three meals that cost me $1.50 each,Brothers Green Eats,2017-11-09T14:00:08.000Z,77630,1991,83,208
zy0b9e40tK8,17.14.11,Dark | Official Trailer [HD] | Netflix,Netflix,2017-11-09T09:00:07.000Z,378750,5642,146,675
rL4WkebTT_U,17.14.11,Where is TOKYO'S GREATEST View?,Abroad in Japan,2017-11-09T15:06:34.000Z,151709,9210,71,1103
Q6Usd3_fbq8,17.14.11,Improvising in the style of different classical composers | Practice Notes 34,Nahre Sol,2017-11-10T04:08:31.000Z,5149,242,0,54
44NYFvhXmW8,17.14.11,Thirty Seconds To Mars - Walk On Water (Official Music Video),ThirtySecondsToMarsVEVO,2017-11-08T13:00:00.000Z,1905487,65854,2442,4490
9wg3v-01yKQ,17.14.11,Harry Styles - Kiwi,HarryStylesVEVO,2017-11-08T13:00:01.000Z,9632678,810895,16139,59473
F-j_6IuaYfw,17.14.11,I Miss the Old Taylor,Wong Fu Productions,2017-11-08T21:05:20.000Z,476389,16106,950,2077
_qSW96a2aKY,17.14.11,Keith Urban - Female (Official Audio),Keith Urban,2017-11-08T05:01:25.000Z,754558,11985,1356,1757
afgvlR9WmIQ,17.14.11,Maroon 5 - What Lovers Do (Live On The Ellen DeGeneres Show/2017),Maroon5VEVO,2017-11-09T02:21:31.000Z,762616,20159,336,899
_CJN_ryETIY,17.14.11,Harry Styles canta Sign Of The Times a X Factor Italia - Live Show 3,X Factor Italia,2017-11-09T23:59:08.000Z,199429,10175,66,539
P4YJwy_T9pM,17.14.11,I Picked My Girlfriend's Outfit Blindfolded,Tyler Williams,2017-11-09T03:16:36.000Z,691229,31892,197,1404
r96KpNTcog4,17.14.11,THE MOMENTS BETWEEN THE MONTAGE | Chris & Jack,Chris and Jack,2017-11-09T14:00:17.000Z,108618,4989,58,274
B4gXsobd_ao,17.14.11,What Are Diminutives – and Why We Like Them,The School of Life,2017-11-09T14:00:01.000Z,79306,3809,127,670
x8eLIJAM58M,17.14.11,KUWTK | Scott Gets Upset Over Being Uninvited to Khloe K.'s Party | E!,E! Entertainment,2017-11-08T14:00:05.000Z,812007,5894,951,851
qg0GdM60syI,17.14.11,Huffy Metaloid Bicycle Commercial 1997,90s Commercials,2017-03-31T21:46:53.000Z,773,2,0,0
9ymjcSvEyhk,17.14.11,Enter Shikari - The Sights (Official Video),Enter Shikari,2017-11-09T14:00:04.000Z,99619,3959,158,335
oB3SAI2oCqk,17.14.11,Caterham Chris Hoy 60 Second Donut Challenge,Caterham Cars,2017-11-09T09:59:31.000Z,4850,22,1,1
HNa_UWX51_s,17.14.11,Last Friday Night - Katy Perry ('40s Jazz Vibes Style Cover) ft. Olivia Kuper Harris,PostmodernJukebox,2017-11-09T18:46:37.000Z,226088,10844,302,555
08nkwgZIE4I,17.14.11,P!nk - Barbies (Audio),PinkVEVO,2017-11-08T22:04:53.000Z,651036,23338,442,1101
5Smb3tZD1Qc,17.14.11,Tamar Braxton Talks Divorce In First Interview,Tamar Chronicles,2017-11-08T18:00:00.000Z,451356,3454,284,623
YHDbsyyjld0,17.14.11,A Tropical Island with 500 CATS!,Kitten Lady,2017-11-09T23:44:18.000Z,46571,4250,16,408
uyl6WtHEYOQ,17.14.11,Fire breathing full twist backflips in one minute - Guinness World Records Day,Guinness World Records,2017-11-10T20:39:51.000Z,28539,681,25,45
bhoFXkVy8JA,17.14.11,Basmati Blues - Trailer,Blockbuster,2017-10-13T08:20:03.000Z,12609,40,79,17
_w58R1OGQFA,17.14.11,Train - Have Yourself a Merry Little Christmas,TrainVEVO,2017-11-09T15:00:02.000Z,30021,569,42,44
BEweWXa5Twk,17.14.11,FACE SURGERY WITH MAKEUP,Christen Dominique,2017-11-09T03:27:36.000Z,471266,23634,460,1714
d_j512i2k6c,17.14.11,Could an Earthquake Destroy USA - Biggest Earthquakes Ever,The Infographics Show,2017-11-08T20:30:01.000Z,250193,5748,332,1197
4d07RXYLsJE,17.14.11,Sphaera - demonstrating interaction,Jenny Hanell,2017-11-04T20:48:16.000Z,1827,3,0,2
DOIw62TXYkg,17.14.11,GoPro Gets Melted by Lava and Survives,PetaPixel,2017-11-07T19:22:49.000Z,2457408,2707,200,209
0lbJHqAGpbA,17.14.11,Dog reunites with her family,RM Videos,2017-11-09T16:53:13.000Z,51143,258,5,10
JuP1Z8xpRb8,17.14.11,Brian Justin Crum - Wild Side,BrianJustinCrum,2017-11-09T17:01:01.000Z,27010,1666,36,150
CR9zYgr84QY,17.14.11,Chocolate Orange Autumn Cupcakes | Cupcake Jemma,CupcakeJemma,2017-11-09T18:30:01.000Z,122669,5723,55,263
1640fZpYBSY,17.14.11,I love the Price is Right! Wooo! -Kevin,Anaki Abo,2017-11-07T18:54:39.000Z,358597,1211,72,593
M2-IpsWQUWs,17.14.11,Katy Perry - Swish Swish (Behind the Scenes with Just Dance),Katy Perry,2017-11-09T19:11:16.000Z,56012,6243,106,414
7m630xvAJtA,17.14.11,I'm With Her - See You Around [Official Audio],I'm With Her,2017-11-09T16:33:02.000Z,6148,121,3,19
510KQ_LXGww,17.14.11,My Every Day Autumn Makeup | Zoella,Zoella,2017-11-08T18:24:16.000Z,1390440,86207,1775,710
CO9dIyNM_9Q,17.14.11,Pitcher Roy Halladay Dies After Crashing ICON A5 Plane He Promoted in October (File),Storyful News,2017-11-07T22:59:49.000Z,244532,633,174,765
hX643KbiI4s,17.14.11,Selena Gomez Singing Wolves and It Ain't Me FULL Instagram Live | Acoustic,Tu Fan,2017-11-08T21:50:37.000Z,82087,998,93,289
mwpHSMv1pI4,17.14.11,Girlfriend Gives Me A Surprise Makeover!? | Hannah Hart,MyHarto,2017-11-09T01:27:53.000Z,359120,15130,223,1143
Mfiim71QdYQ,17.14.11,Obama arrives for jury duty at Daley Center,Chicago Sun-Times,2017-11-08T18:39:38.000Z,33768,426,88,550
UFPSIa1cLRQ,17.14.11,Phillip Phillips - Magnetic (Audio),PhilPhillipsVEVO,2017-11-09T05:00:01.000Z,38068,2195,28,154
o78x918zbFk,17.14.11,TOTAL FAIL! NATASHA DENONA HOLIDAY WTF,Tati,2017-11-08T18:00:05.000Z,1277364,56867,2148,25326
iNf6VErGDLI,17.14.11,Ozuna - Música Sin Fronteras (A YouTube Documentary),Ozuna,2017-11-08T14:00:09.000Z,1498866,67227,1473,4645
6ixU_vdE0Es,17.14.11,BOYFRIEND DOES MY MAKEUP | Madelaine Petsch,Madelaine Petsch,2017-11-08T22:13:18.000Z,280065,20289,38,939
wRGldR_SQAA,17.14.11,Apple Clips sample,Steve Kovach,2017-11-09T18:01:04.000Z,2259,0,0,0
agKDPntMv-E,17.14.11,Stephen A. Smith slams the Philadelphia 76ers for its 'Trust The Process' | First Take | ESPN,ESPN,2017-11-08T15:59:06.000Z,470191,4037,430,1553
u7pV4vxD1bs,17.14.11,World's first self-driving shuttle crashes on first day of use,KSNV News 3 Las Vegas,2017-11-08T20:16:47.000Z,169511,57,59,79
zYWt2mnalP8,17.14.11,How To Do Thanksgiving Makeup That Has Nothing To Do With The 566 Federally Recognized Tribes,Sailor J,2017-11-08T00:03:47.000Z,160477,8388,691,950
PoNWU2cox9w,17.14.11,Inside Keanu Reeves' Custom Motorcycle Shop | WIRED,WIRED,2017-11-08T15:00:27.000Z,704363,16352,224,841
